name,value,year,lastValue,rank
HC,1113.240074,2018.01,746.158805,59
ADA,1110.675717,2019.03,1019.386721,10
ETH,1107.823663,2016.06,809.492236,1
SNT,1101.288620,2018.01,261.302789,47
MIOTA,1097.094206,2019.01,823.651399,13
KMD,1083.184509,2018.01,288.273873,39
AE,1081.620446,2018.05,343.702866,47
ADA,1080.429209,2018.12,1881.885303,10
BNB,1079.234204,2018.09,1354.071489,6
STEEM,1078.356345,2018.02,1651.691848,34
ICX,1078.152754,2018.06,1693.955151,34
DASH,1065.582873,2017.06,626.648183,7
MIOTA,1062.472671,2017.07,1640.631647,8
OMG,1061.592898,2017.09,135.541804,21
NEO,1050.660000,2018.11,1202.461000,16
STEEM,1030.425599,2018.05,434.226527,37
DOGE,1029.797362,2018.01,241.024466,21
ADA,1019.386721,2019.02,1173.420170,10
MIOTA,1017.463737,2017.11,1599.336166,12
ZEC,1015.834829,2018.06,1124.067489,20
BCN,1013.829719,2018.05,402.412236,39
XEM,1012.851000,2018.09,1380.924000,18
ETH,1012.583470,2016.09,725.809584,1
BNB,1012.398347,2018.03,955.711842,6
LSK,998.368975,2018.06,1497.273771,29
ETC,993.902494,2017.11,1195.046481,15
ETH,989.751702,2016.07,1107.823663,1
VET,987.931646,2018.09,848.840080,20
TRX,987.857122,2018.12,1502.968958,9
BTS,987.657178,2018.05,385.988479,40
DGD,986.588000,2018.03,924.858000,89
XMR,982.006148,2018.12,1749.491460,12
ONT,967.694319,2018.06,966.552583,15
QTUM,967.305000,2017.09,379.518090,20
ONT,966.552583,2018.05,232.019360,15
ETC,966.535113,2018.11,1172.606694,17
SC,964.549263,2018.01,212.867441,42
BTM,961.886772,2018.05,488.616324,51
QTUM,958.332310,2017.12,721.428795,24
ETH,957.731836,2017.02,733.331654,1
BNB,955.711842,2018.02,875.062959,6
SC,954.914753,2018.05,350.569465,49
OMG,950.114118,2017.12,612.476045,25
XEM,937.143000,2018.10,1012.851000,18
DGD,924.858000,2018.02,350.440000,87
STRAT,921.407615,2018.02,1586.851190,48
ETH,920.236997,2016.11,1116.323115,1
ETH,912.861404,2016.04,655.748796,1
GNT,907.877279,2018.01,261.373786,48
ZEC,905.636070,2017.12,553.082939,19
ZIL,905.452833,2018.05,295.502465,31
OMG,904.294642,2017.10,1061.592898,22
OMG,893.143761,2018.04,1889.389276,26
BNB,890.238048,2019.02,809.466354,6
LSK,890.105861,2017.12,494.786380,27
PPT,887.989334,2018.05,439.067581,58
SC,881.195367,2018.02,964.549263,44
XVG,879.069520,2018.03,788.433392,43
ZIL,876.748901,2018.06,905.452833,31
BNB,875.062959,2018.01,206.361018,6
REP,874.188700,2018.01,322.511200,29
XMR,872.187905,2019.01,982.006148,12
STRAT,854.337322,2017.06,79.882913,28
OMG,854.103301,2018.07,1178.866988,26
BCD,851.504481,2018.05,327.161132,43
XTZ,847.392538,2018.09,1007.380852,19
AE,845.743143,2018.06,1081.620446,47
BCN,841.862709,2018.02,1170.955268,36
XMR,841.185581,2019.03,727.418402,12
XEM,840.643200,2018.11,937.143000,18
ZEC,840.577415,2018.08,785.783080,20
BTS,825.169012,2018.02,2066.081537,37
MIOTA,823.651399,2018.12,1342.777182,13
ICX,820.750732,2018.04,1433.139426,33
MIOTA,818.683012,2019.03,717.716151,13
QTUM,814.058181,2018.07,1304.574683,25
USDT,813.735698,2017.12,452.513729,8
LSK,809.816711,2018.04,1967.181369,29
ETH,809.492236,2016.05,912.861404,1
BNB,809.466354,2019.01,686.750930,6
LTC,809.254702,2017.05,390.795465,3
XTZ,809.108579,2018.10,847.392538,19
ONT,803.477944,2018.07,967.694319,15
BCN,796.658212,2018.03,841.862709,35
MIOTA,795.268086,2017.08,1062.472671,10
XTZ,794.711088,2018.11,809.108579,19
STRAT,794.304011,2018.03,921.407615,48
DASH,789.324067,2018.12,1299.718548,14
XVG,788.433392,2018.02,2090.070737,43
ZEC,785.783080,2018.07,1015.834829,20
PPT,782.032003,2018.03,1974.212940,52
OMG,778.587755,2018.08,854.103301,26
BTG,772.834074,2018.06,1287.501089,24
ARK,771.290051,2018.01,357.440623,53
VERI,768.913083,2018.01,202.155167,83
XRP,753.340322,2015.01,406.333853,1
STRAT,752.677613,2018.05,361.243816,54
LSK,750.478919,2017.09,228.757409,23
WAVES,746.437000,2018.05,375.779000,21
HC,746.158805,2017.12,327.531784,56
ETH,733.331654,2017.01,671.587252,1
DCR,732.195693,2018.06,582.199404,28
XMR,727.418402,2019.02,872.187905,12
BTG,726.477459,2018.04,1882.502841,24
ETH,725.809584,2016.08,989.751702,1
DASH,721.571991,2019.03,585.201223,14
QTUM,721.428795,2017.11,701.014400,23
VET,720.562188,2018.10,987.931646,21
DASH,717.906996,2019.01,789.324067,14
MIOTA,717.716151,2019.02,1097.094206,13
NANO,714.038940,2018.04,2157.969369,40
XVG,707.156671,2018.04,879.069520,47
DCR,701.940712,2018.01,347.975167,26
ZEC,701.255293,2018.04,1316.684324,20
XEM,701.127573,2018.12,840.643200,19
QTUM,701.014400,2017.10,967.305000,21
ZRX,691.347021,2018.05,277.283347,35
SC,686.753877,2018.03,881.195367,44
BNB,686.750930,2018.12,1252.152306,6
ICX,682.189103,2018.07,1078.152754,34
ZRX,682.082331,2018.06,691.347021,35
MKR,679.767538,2019.03,277.427317,15
DOGE,677.834331,2018.10,579.769447,23
VERI,676.076674,2018.02,768.913083,89
BCN,673.914698,2017.06,39.859619,21
ETH,671.587252,2016.12,920.236997,1
WAVES,667.759000,2018.03,620.202000,20
KCS,662.673416,2018.01,42.781323,44
BCN,659.778819,2018.07,1169.192230,39
BTM,656.046069,2018.06,961.886772,51
ETH,655.748796,2016.03,187.200922,1
ZRX,653.538916,2018.02,427.231415,32
XMR,649.038678,2017.08,629.999041,9
STEEM,644.492722,2018.06,1030.425599,37
REP,642.438500,2018.02,874.188700,30
MKR,642.320106,2018.05,311.871799,14
PIVX,642.160616,2018.01,244.766601,66
XMR,640.908998,2017.06,331.700454,6
DGB,634.456504,2018.01,73.331890,32
LSK,633.100685,2018.07,998.368975,29
LTC,631.135532,2014.01,595.264231,2
XMR,629.999041,2017.07,640.908998,7
MKR,627.680473,2018.03,709.867672,14
NXT,626.887448,2018.01,366.407205,95
DASH,626.648183,2017.05,411.019134,7
ZEC,625.038401,2018.10,840.577415,20
STRAT,624.871313,2017.09,548.331992,36
DOGE,621.726561,2018.03,505.797136,21
WAVES,620.202000,2018.02,1334.980000,20
WTC,617.238282,2018.02,285.472550,66
XVG,613.413679,2018.06,1212.954252,48
LSK,612.565916,2017.10,750.478919,24
OMG,612.476045,2017.11,904.294642,24
WAVES,611.130000,2017.12,318.643000,20
ZEC,609.649092,2018.11,625.038401,20
OMG,609.307352,2018.09,778.587755,26
KCS,607.179020,2018.02,662.673416,47
AE,605.601565,2018.02,322.297606,42
XEM,604.254087,2019.01,701.127573,19
SNT,603.926648,2018.02,1101.288620,50
DOGE,602.519225,2018.05,318.465574,22
ETC,600.839145,2017.05,238.854521,9
BTS,600.038193,2018.03,825.169012,36
ZEC,595.972090,2017.10,533.118417,17
BTS,590.269764,2018.06,987.657178,40
DASH,585.201223,2019.02,717.906996,14
ETC,583.194524,2019.01,548.592459,18
STRAT,583.043703,2017.12,284.087766,44
DCR,582.199404,2018.05,294.532447,28
GNT,581.919436,2018.05,173.484783,57
MONA,580.166898,2018.01,389.551652,82
DOGE,579.769447,2018.09,340.387652,22
STRAT,578.879208,2017.07,854.337322,29
VET,577.450153,2018.11,720.562188,21
QTUM,574.562418,2018.08,814.058181,25
NEO,573.273850,2019.03,469.944267,17
LTC,568.439658,2014.02,631.135532,2
ZIL,566.563949,2018.07,876.748901,31
SNT,563.884206,2018.05,321.617021,56
BAT,563.300000,2018.01,169.221000,22
NANO,562.299786,2018.06,1138.997049,41
BTS,556.410867,2017.07,235.658344,24
DCR,553.167969,2018.03,536.367814,26
ZEC,553.082939,2017.11,595.972090,18
ADA,552.399572,2017.11,628.899052,10
HC,551.291957,2018.05,246.954315,69
DGD,549.378000,2018.05,462.470000,99
AE,549.075459,2018.03,605.601565,42
ETC,548.592459,2018.12,966.535113,18
STRAT,548.331992,2017.08,578.879208,33
LRC,542.612802,2018.05,210.726906,71
IOST,540.416520,2018.05,193.820760,52
SC,537.824564,2018.06,954.914753,49
DCR,536.367814,2018.02,701.940712,26
SNT,535.339477,2018.03,603.926648,50
ARDR,534.789405,2018.02,1837.230001,55
ZEC,533.118417,2017.09,354.899725,16
FCT,527.840365,2018.01,196.177999,56
GBYTE,525.082997,2018.01,158.516218,100
NEO,524.970059,2019.01,517.354499,17
WAVES,523.429000,2017.09,350.913000,17
AION,521.923343,2018.05,240.672571,83
PPT,520.075316,2017.12,134.663007,47
GNT,519.482406,2018.06,581.919436,57
NEO,517.354499,2018.12,1050.660000,17
ZRX,514.342492,2018.08,507.059110,35
LSK,513.809667,2018.09,473.135045,29
ZRX,507.059110,2018.07,682.082331,35
DOGE,505.797136,2018.02,1029.797362,21
DCR,504.514460,2018.07,732.195693,28
REQ,502.145756,2018.01,43.162920,108
BTG,501.693331,2018.07,772.834074,24
OMG,499.318496,2018.10,609.307352,27
MAID,498.409548,2018.01,227.424784,58
REP,497.055900,2018.03,642.438500,30
WAN,496.777743,2018.06,933.036888,82
ELF,496.195000,2018.05,130.660750,77
AE,495.869895,2018.07,845.743143,47
EOS,495.710880,2017.11,249.766733,4
LSK,494.786380,2017.11,612.565916,26
WTC,492.747392,2018.03,617.238282,66
DGB,492.507939,2018.05,181.049020,36
BAT,491.364000,2018.05,199.357000,23
HC,490.943151,2018.02,1113.240074,63
BTM,488.616324,2018.04,388.537485,50
MKR,486.944630,2018.06,642.320106,14
WAVES,485.045000,2017.10,523.429000,18
ZRX,484.224990,2018.03,653.538916,32
WTC,481.805447,2018.05,249.681419,72
XZC,478.845129,2018.01,135.569400,67
BCD,474.925773,2018.06,851.504481,43
LSK,473.135045,2018.08,633.100685,29
BTG,472.382570,2018.11,439.824841,26
NEO,469.944267,2019.02,524.970059,17
ZEC,468.653272,2017.07,347.760761,13
PPT,468.182349,2018.06,887.989334,58
XEM,466.461900,2017.05,144.774000,10
ETC,465.234261,2019.03,432.377777,18
DGD,462.470000,2018.04,986.588000,96
BCN,461.103543,2018.08,659.778819,39
KNC,459.066473,2018.01,144.565538,70
ONT,458.397136,2018.09,363.087603,15
KNC,458.068525,2018.02,459.066473,75
XLM,457.952496,2017.11,215.012278,7
POWR,455.615060,2018.01,246.483222,68
BCN,454.912535,2018.09,461.103543,39
OMG,454.904181,2018.11,499.318496,28
ZIL,454.461304,2018.08,566.563949,31
KMD,454.272259,2018.02,1083.184509,41
MKR,453.794407,2018.11,360.839045,14
WAVES,452.611000,2017.06,62.230000,12
