name,value,year,lastValue,rank
WAVES,20.075912,2017.09,8.545199,18
AION,20.073031,2018.05,8.381427,84
PPT,20.069484,2017.12,8.129248,48
GNT,20.068343,2018.06,8.764863,58
NEO,20.064239,2018.12,9.021462,18
ZRX,20.058400,2018.08,8.705059,36
LSK,20.057363,2018.09,8.674985,30
ZRX,20.044138,2018.07,8.833837,36
DOGE,20.041646,2018.02,9.012752,22
DCR,20.039107,2018.07,8.864627,29
REQ,20.034401,2018.01,7.635111,109
BTG,20.033500,2018.07,8.888086,25
OMG,20.028755,2018.10,8.784836,28
MAID,20.026933,2018.01,8.356838,59
REP,20.024213,2018.03,8.807832,31
WAN,20.023653,2018.06,8.969899,83
ELF,20.022480,2018.05,8.116145,78
AE,20.021824,2018.07,8.927238,48
EOS,20.021503,2017.11,8.397535,5
LSK,20.019637,2017.11,8.787153,27
WTC,20.015507,2018.03,8.790453,67
DGB,20.015021,2018.05,8.257796,37
BAT,20.012696,2018.05,8.299631,24
HC,20.011839,2018.02,9.046589,64
BTM,20.007088,2018.04,8.589433,51
MKR,20.003661,2018.06,8.807752,15
WAVES,19.999752,2017.10,8.718858,19
ZRX,19.998060,2018.03,8.815271,33
WTC,19.993051,2018.05,8.397386,73
XZC,19.986888,2018.01,8.132162,68
BCD,19.978669,2018.06,8.930187,44
LSK,19.974891,2018.08,8.801473,30
BTG,19.973300,2018.11,8.643280,27
NEO,19.968125,2019.02,8.720135,18
ZEC,19.965374,2017.07,8.541281,14
PPT,19.964368,2018.06,8.948408,59
XEM,19.960687,2017.05,8.160691,11
ETC,19.958052,2019.03,8.635863,19
DGD,19.952092,2018.04,8.994136,97
BCN,19.949133,2018.08,8.819398,40
KNC,19.944706,2018.01,8.160065,71
ONT,19.943246,2018.09,8.560011,16
KNC,19.942529,2018.02,8.661876,76
XLM,19.942276,2017.11,8.332463,8
POWR,19.937159,2018.01,8.391787,69
BCN,19.935616,2018.09,8.663798,40
OMG,19.935597,2018.11,8.698378,29
ZIL,19.934623,2018.08,8.753249,32
KMD,19.934207,2018.02,9.034702,42
MKR,19.933155,2018.11,8.557314,15
WAVES,19.930544,2017.06,7.794000,13
USDT,19.930329,2017.11,8.641280,9
STRAT,19.921528,2018.06,8.876609,55
REP,19.920449,2018.06,8.635945,33
GAS,19.920003,2018.02,8.475570,101
ETN,19.915512,2018.03,8.632420,62
PAY,19.911958,2018.01,8.389668,90
DRGN,19.911923,2018.02,8.784303,113
ARK,19.910996,2018.02,8.887218,57
ZRX,19.907406,2018.11,8.536442,38
DOGE,19.904130,2018.11,8.831124,24
BTG,19.903941,2018.08,8.700438,25
BTG,19.901887,2018.10,8.566354,26
PPT,19.900164,2018.04,8.893225,58
STEEM,19.898058,2018.07,8.809218,38
USDT,19.897283,2017.10,8.544253,9
DCR,19.895027,2018.08,8.702874,29
STEEM,19.889077,2018.04,9.032762,37
REP,19.884999,2018.05,8.449471,33
ETC,19.884810,2019.02,8.765813,19
WAVES,19.883107,2018.06,8.872993,22
ARDR,19.880940,2017.12,8.390989,51
LRC,19.877748,2018.02,8.144905,66
ETN,19.876881,2018.02,8.636811,62
VERI,19.875126,2018.03,8.829996,92
BTS,19.874404,2018.08,8.624448,41
KMD,19.874362,2018.03,8.657316,42
ZRX,19.872836,2018.01,8.023701,32
ZRX,19.872636,2018.09,8.711252,36
QTUM,19.871423,2018.09,8.759337,26
ZEC,19.866893,2018.12,8.785080,22
XRP,19.864001,2015.02,8.876991,2
ARDR,19.863762,2018.05,8.374546,62
BTS,19.858524,2018.07,8.771051,41
SYS,19.858435,2018.01,8.228768,86
BCN,19.850677,2018.10,8.657928,41
KMD,19.850611,2018.05,8.442532,47
BAT,19.846691,2018.02,8.750740,23
