name,value,year,lastValue,rank
BCN,1169.192230,2018.06,1013.829719,40
BSV,1157.197654,2019.02,1664.647783,12
NANO,1138.997049,2018.05,714.038940,42
ZEC,1124.067489,2018.05,701.255293,21
ETH,1116.323115,2016.10,1012.583470,2
HC,1113.240074,2018.01,746.158805,60
ADA,1110.675717,2019.03,1019.386721,11
ETH,1107.823663,2016.06,809.492236,2
SNT,1101.288620,2018.01,261.302789,48
MIOTA,1097.094206,2019.01,823.651399,14
KMD,1083.184509,2018.01,288.273873,40
AE,1081.620446,2018.05,343.702866,48
ADA,1080.429209,2018.12,1881.885303,11
BNB,1079.234204,2018.09,1354.071489,7
STEEM,1078.356345,2018.02,1651.691848,35
ICX,1078.152754,2018.06,1693.955151,35
DASH,1065.582873,2017.06,626.648183,8
MIOTA,1062.472671,2017.07,1640.631647,9
OMG,1061.592898,2017.09,135.541804,22
NEO,1050.660000,2018.11,1202.461000,17
STEEM,1030.425599,2018.05,434.226527,38
DOGE,1029.797362,2018.01,241.024466,22
ADA,1019.386721,2019.02,1173.420170,11
MIOTA,1017.463737,2017.11,1599.336166,13
ZEC,1015.834829,2018.06,1124.067489,21
BCN,1013.829719,2018.05,402.412236,40
XEM,1012.851000,2018.09,1380.924000,19
ETH,1012.583470,2016.09,725.809584,2
BNB,1012.398347,2018.03,955.711842,7
LSK,998.368975,2018.06,1497.273771,30
ETC,993.902494,2017.11,1195.046481,16
ETH,989.751702,2016.07,1107.823663,2
VET,987.931646,2018.09,848.840080,21
TRX,987.857122,2018.12,1502.968958,10
BTS,987.657178,2018.05,385.988479,41
DGD,986.588000,2018.03,924.858000,90
XMR,982.006148,2018.12,1749.491460,13
ONT,967.694319,2018.06,966.552583,16
QTUM,967.305000,2017.09,379.518090,21
ONT,966.552583,2018.05,232.019360,16
ETC,966.535113,2018.11,1172.606694,18
SC,964.549263,2018.01,212.867441,43
BTM,961.886772,2018.05,488.616324,52
QTUM,958.332310,2017.12,721.428795,25
ETH,957.731836,2017.02,733.331654,2
BNB,955.711842,2018.02,875.062959,7
SC,954.914753,2018.05,350.569465,50
OMG,950.114118,2017.12,612.476045,26
XEM,937.143000,2018.10,1012.851000,19
DGD,924.858000,2018.02,350.440000,88
STRAT,921.407615,2018.02,1586.851190,49
ETH,920.236997,2016.11,1116.323115,2
ETH,912.861404,2016.04,655.748796,2
GNT,907.877279,2018.01,261.373786,49
ZEC,905.636070,2017.12,553.082939,20
ZIL,905.452833,2018.05,295.502465,32
OMG,904.294642,2017.10,1061.592898,23
OMG,893.143761,2018.04,1889.389276,27
BNB,890.238048,2019.02,809.466354,7
LSK,890.105861,2017.12,494.786380,28
PPT,887.989334,2018.05,439.067581,59
SC,881.195367,2018.02,964.549263,45
XVG,879.069520,2018.03,788.433392,44
ZIL,876.748901,2018.06,905.452833,32
BNB,875.062959,2018.01,206.361018,7
